,A股代码,证券简称,证券全称,上市日期,板块,B股代码,交易所
326,600420,国药现代,上海现代制药股份有限公司,2004-06-16,主板A股,,上交所
327,600421,华嵘控股,湖北华嵘控股股份有限公司,2004-06-07,主板A股,,上交所
328,600422,昆药集团,昆药集团股份有限公司,2000-12-06,主板A股,,上交所
329,600423,柳化股份,柳州化工股份有限公司,2003-07-17,主板A股,,上交所
330,600425,青松建化,新疆青松建材化工(集团)股份有限公司,2003-07-24,主板A股,,上交所
331,600426,华鲁恒升,山东华鲁恒升化工股份有限公司,2002-06-20,主板A股,,上交所
332,600428,中远海特,中远海运特种运输股份有限公司,2002-04-18,主板A股,,上交所
333,600429,三元股份,北京三元食品股份有限公司,2003-09-15,主板A股,,上交所
334,600433,冠豪高新,广东冠豪高新技术股份有限公司,2003-06-19,主板A股,,上交所
335,600435,北方导航,北方导航控制技术股份有限公司,2003-07-04,主板A股,,上交所
336,600436,片仔癀,漳州片仔癀药业股份有限公司,2003-06-16,主板A股,,上交所
337,600438,通威股份,通威股份有限公司,2004-03-02,主板A股,,上交所
338,600439,瑞贝卡,河南瑞贝卡发制品股份有限公司,2003-07-10,主板A股,,上交所
339,600444,国机通用,国机通用机械科技股份有限公司,2004-02-19,主板A股,,上交所
340,600446,金证股份,深圳市金证科技股份有限公司,2003-12-24,主板A股,,上交所
341,600448,华纺股份,华纺股份有限公司,2001-09-03,主板A股,,上交所
342,600449,宁夏建材,宁夏建材集团股份有限公司,2003-08-29,主板A股,,上交所
343,600452,涪陵电力,重庆涪陵电力实业股份有限公司,2004-03-03,主板A股,,上交所
344,600455,博通股份,西安博通资讯股份有限公司,2004-03-29,主板A股,,上交所
345,600456,宝钛股份,宝鸡钛业股份有限公司,2002-04-12,主板A股,,上交所
346,600458,时代新材,株洲时代新材料科技股份有限公司,2002-12-19,主板A股,,上交所
347,600459,贵研铂业,贵研铂业股份有限公司,2003-05-16,主板A股,,上交所
348,600460,士兰微,杭州士兰微电子股份有限公司,2003-03-11,主板A股,,上交所
349,600461,洪城环境,江西洪城环境股份有限公司,2004-06-01,主板A股,,上交所
350,600462,ST九有,湖北九有投资股份有限公司,2003-09-03,主板A股,,上交所
351,600463,空港股份,北京空港科技园区股份有限公司,2004-03-18,主板A股,,上交所
352,600467,好当家,山东好当家海洋发展股份有限公司,2004-04-05,主板A股,,上交所
353,600468,百利电气,天津百利特精电气股份有限公司,2001-06-15,主板A股,,上交所
354,600469,风神股份,风神轮胎股份有限公司,2003-10-21,主板A股,,上交所
355,600470,六国化工,安徽六国化工股份有限公司,2004-03-05,主板A股,,上交所
356,600475,华光环能,无锡华光环保能源集团股份有限公司,2003-07-21,主板A股,,上交所
357,600476,湘邮科技,湖南湘邮科技股份有限公司,2003-12-10,主板A股,,上交所
358,600477,杭萧钢构,杭萧钢构股份有限公司,2003-11-10,主板A股,,上交所
359,600478,科力远,湖南科力远新能源股份有限公司,2003-09-18,主板A股,,上交所
360,600479,千金药业,株洲千金药业股份有限公司,2004-03-12,主板A股,,上交所
361,600480,凌云股份,凌云工业股份有限公司,2003-08-15,主板A股,,上交所
362,600481,双良节能,双良节能系统股份有限公司,2003-04-22,主板A股,,上交所
363,600482,中国动力,中国船舶重工集团动力股份有限公司,2004-07-14,主板A股,,上交所
364,600483,福能股份,福建福能股份有限公司,2004-05-31,主板A股,,上交所
365,600486,扬农化工,江苏扬农化工股份有限公司,2002-04-25,主板A股,,上交所
366,600487,亨通光电,江苏亨通光电股份有限公司,2003-08-22,主板A股,,上交所
367,600488,津药药业,津药药业股份有限公司,2001-06-18,主板A股,,上交所
368,600489,中金黄金,中金黄金股份有限公司,2003-08-14,主板A股,,上交所
369,600490,鹏欣资源,鹏欣环球资源股份有限公司,2003-06-26,主板A股,,上交所
370,600491,龙元建设,龙元建设集团股份有限公司,2004-05-24,主板A股,,上交所
371,600493,凤竹纺织,福建凤竹纺织科技股份有限公司,2004-04-21,主板A股,,上交所
372,600495,晋西车轴,晋西车轴股份有限公司,2004-05-26,主板A股,,上交所
373,600496,精工钢构,长江精工钢结构(集团)股份有限公司,2002-06-05,主板A股,,上交所
374,600497,驰宏锌锗,云南驰宏锌锗股份有限公司,2004-04-20,主板A股,,上交所
375,600498,烽火通信,烽火通信科技股份有限公司,2001-08-23,主板A股,,上交所
376,600499,科达制造,科达制造股份有限公司,2002-10-10,主板A股,,上交所
377,600500,中化国际,中化国际(控股)股份有限公司,2000-03-01,主板A股,,上交所
378,600501,航天晨光,航天晨光股份有限公司,2001-06-15,主板A股,,上交所
379,600502,安徽建工,安徽建工集团股份有限公司,2003-04-15,主板A股,,上交所
380,600503,华丽家族,华丽家族股份有限公司,2002-07-09,主板A股,,上交所
381,600505,西昌电力,四川西昌电力股份有限公司,2002-05-30,主板A股,,上交所
382,600506,统一股份,统一低碳科技(新疆)股份有限公司,2001-12-26,主板A股,,上交所
383,600507,方大特钢,方大特钢科技股份有限公司,2003-09-30,主板A股,,上交所
384,600508,上海能源,上海大屯能源股份有限公司,2001-08-29,主板A股,,上交所
385,600509,天富能源,新疆天富能源股份有限公司,2002-02-28,主板A股,,上交所
386,600510,黑牡丹,黑牡丹(集团)股份有限公司,2002-06-18,主板A股,,上交所
387,600511,国药股份,国药集团药业股份有限公司,2002-11-27,主板A股,,上交所
388,600512,腾达建设,腾达建设集团股份有限公司,2002-12-26,主板A股,,上交所
389,600513,联环药业,江苏联环药业股份有限公司,2003-03-19,主板A股,,上交所
390,600515,海南机场,海南机场设施股份有限公司,2002-08-06,主板A股,,上交所
391,600516,方大炭素,方大炭素新材料科技股份有限公司,2002-08-30,主板A股,,上交所
392,600517,国网英大,国网英大股份有限公司,2003-10-10,主板A股,,上交所
393,600518,ST康美,康美药业股份有限公司,2001-03-19,主板A股,,上交所
394,600519,贵州茅台,贵州茅台酒股份有限公司,2001-08-27,主板A股,,上交所
395,600520,文一科技,文一三佳科技股份有限公司,2002-01-08,主板A股,,上交所
396,600521,华海药业,浙江华海药业股份有限公司,2003-03-04,主板A股,,上交所
397,600522,中天科技,江苏中天科技股份有限公司,2002-10-24,主板A股,,上交所
398,600523,贵航股份,贵州贵航汽车零部件股份有限公司,2001-12-27,主板A股,,上交所
399,600525,长园集团,长园科技集团股份有限公司,2002-12-02,主板A股,,上交所
400,600526,菲达环保,浙江菲达环保科技股份有限公司,2002-07-22,主板A股,,上交所
401,600527,江南高纤,江苏江南高纤股份有限公司,2003-11-27,主板A股,,上交所
402,600528,中铁工业,中铁高新工业股份有限公司,2001-05-28,主板A股,,上交所
403,600529,山东药玻,山东省药用玻璃股份有限公司,2002-06-03,主板A股,,上交所
404,600530,*ST交昂,上海交大昂立股份有限公司,2001-07-02,主板A股,,上交所
405,600531,豫光金铅,河南豫光金铅股份有限公司,2002-07-30,主板A股,,上交所
406,600533,栖霞建设,南京栖霞建设股份有限公司,2002-03-28,主板A股,,上交所
407,600535,天士力,天士力医药集团股份有限公司,2002-08-23,主板A股,,上交所
408,600536,中国软件,中国软件与技术服务股份有限公司,2002-05-17,主板A股,,上交所
409,600537,亿晶光电,亿晶光电科技股份有限公司,2003-01-23,主板A股,,上交所
410,600538,国发股份,北海国发川山生物股份有限公司,2003-01-14,主板A股,,上交所
411,600539,狮头股份,狮头科技发展股份有限公司,2001-08-24,主板A股,,上交所
412,600540,新赛股份,新疆赛里木现代农业股份有限公司,2004-01-07,主板A股,,上交所
413,600543,*ST莫高,甘肃莫高实业发展股份有限公司,2004-03-24,主板A股,,上交所
414,600545,卓郎智能,卓郎智能技术股份有限公司,2003-12-03,主板A股,,上交所
415,600546,山煤国际,山煤国际能源集团股份有限公司,2003-07-31,主板A股,,上交所
416,600547,山东黄金,山东黄金矿业股份有限公司,2003-08-28,主板A股,,上交所
417,600548,深高速,深圳高速公路集团股份有限公司,2001-12-25,主板A股,,上交所
418,600549,厦门钨业,厦门钨业股份有限公司,2002-11-07,主板A股,,上交所
419,600550,保变电气,保定天威保变电气股份有限公司,2001-02-28,主板A股,,上交所
420,600551,时代出版,时代出版传媒股份有限公司,2002-09-05,主板A股,,上交所
421,600552,凯盛科技,凯盛科技股份有限公司,2002-11-08,主板A股,,上交所
422,600556,天下秀,天下秀数字科技(集团)股份有限公司,2001-08-07,主板A股,,上交所
423,600557,康缘药业,江苏康缘药业股份有限公司,2002-09-18,主板A股,,上交所
424,600558,大西洋,四川大西洋焊接材料股份有限公司,2001-02-27,主板A股,,上交所
425,600559,老白干酒,河北衡水老白干酒业股份有限公司,2002-10-29,主板A股,,上交所
426,600560,金自天正,北京金自天正智能控制股份有限公司,2002-09-19,主板A股,,上交所
427,600561,江西长运,江西长运股份有限公司,2002-07-16,主板A股,,上交所
428,600562,国睿科技,国睿科技股份有限公司,2003-01-28,主板A股,,上交所
429,600563,法拉电子,厦门法拉电子股份有限公司,2002-12-10,主板A股,,上交所
430,600565,迪马股份,重庆市迪马实业股份有限公司,2002-07-23,主板A股,,上交所
431,600566,济川药业,湖北济川药业股份有限公司,2001-08-22,主板A股,,上交所
432,600567,山鹰国际,山鹰国际控股股份公司,2001-12-18,主板A股,,上交所
433,600568,ST中珠,中珠医疗控股股份有限公司,2001-05-18,主板A股,,上交所
434,600569,安阳钢铁,安阳钢铁股份有限公司,2001-08-20,主板A股,,上交所
435,600570,恒生电子,恒生电子股份有限公司,2003-12-16,主板A股,,上交所
436,600571,信雅达,信雅达科技股份有限公司,2002-11-01,主板A股,,上交所
437,600572,康恩贝,浙江康恩贝制药股份有限公司,2004-04-12,主板A股,,上交所
438,600573,惠泉啤酒,福建省燕京惠泉啤酒股份有限公司,2003-02-26,主板A股,,上交所
439,600575,淮河能源,淮河能源(集团)股份有限公司,2003-03-28,主板A股,,上交所
440,600576,祥源文旅,浙江祥源文旅股份有限公司,2003-02-20,主板A股,,上交所
441,600577,精达股份,铜陵精达特种电磁线股份有限公司,2002-09-11,主板A股,,上交所
442,600578,京能电力,北京京能电力股份有限公司,2002-05-10,主板A股,,上交所
443,600579,克劳斯,克劳斯玛菲股份有限公司,2002-08-09,主板A股,,上交所
444,600580,卧龙电驱,卧龙电气驱动集团股份有限公司,2002-06-06,主板A股,,上交所
445,600581,八一钢铁,新疆八一钢铁股份有限公司,2002-08-16,主板A股,,上交所
446,600582,天地科技,天地科技股份有限公司,2002-05-15,主板A股,,上交所
447,600583,海油工程,海洋石油工程股份有限公司,2002-02-05,主板A股,,上交所
448,600584,长电科技,江苏长电科技股份有限公司,2003-06-03,主板A股,,上交所
449,600585,海螺水泥,安徽海螺水泥股份有限公司,2002-02-07,主板A股,,上交所
450,600586,金晶科技,山东金晶科技股份有限公司,2002-08-15,主板A股,,上交所
451,600587,新华医疗,山东新华医疗器械股份有限公司,2002-09-27,主板A股,,上交所
452,600588,用友网络,用友网络科技股份有限公司,2001-05-18,主板A股,,上交所
453,600589,*ST榕泰,广东榕泰实业股份有限公司,2001-06-12,主板A股,,上交所
454,600590,泰豪科技,泰豪科技股份有限公司,2002-07-03,主板A股,,上交所
455,600592,龙溪股份,福建龙溪轴承(集团)股份有限公司,2002-08-05,主板A股,,上交所
456,600593,大连圣亚,大连圣亚旅游控股股份有限公司,2002-07-11,主板A股,,上交所
457,600594,益佰制药,贵州益佰制药股份有限公司,2004-03-23,主板A股,,上交所
458,600595,中孚实业,河南中孚实业股份有限公司,2002-06-26,主板A股,,上交所
459,600596,新安股份,浙江新安化工集团股份有限公司,2001-09-06,主板A股,,上交所
460,600597,光明乳业,光明乳业股份有限公司,2002-08-28,主板A股,,上交所
461,600598,北大荒,黑龙江北大荒农业股份有限公司,2002-03-29,主板A股,,上交所
462,600599,ST熊猫,熊猫金控股份有限公司,2001-08-28,主板A股,,上交所
463,600600,青岛啤酒,青岛啤酒股份有限公司,1993-08-27,主板A股,,上交所
464,600601,方正科技,方正科技集团股份有限公司,1990-12-19,主板A股,,上交所
465,600602,云赛智联,云赛智联股份有限公司,1990-12-19,主板A股,,上交所
466,600603,广汇物流,广汇物流股份有限公司,1992-01-13,主板A股,,上交所
467,600604,市北高新,上海市北高新股份有限公司,1992-03-27,主板A股,,上交所
468,600605,汇通能源,上海汇通能源股份有限公司,1992-03-27,主板A股,,上交所
469,600606,绿地控股,绿地控股集团股份有限公司,1992-03-27,主板A股,,上交所
470,600608,ST沪科,上海宽频科技股份有限公司,1992-03-27,主板A股,,上交所
471,600609,金杯汽车,金杯汽车股份有限公司,1992-07-24,主板A股,,上交所
472,600610,中毅达,贵州中毅达股份有限公司,1992-08-05,主板A股,,上交所
473,600611,大众交通,大众交通(集团)股份有限公司,1992-08-07,主板A股,,上交所
474,600612,老凤祥,老凤祥股份有限公司,1992-08-14,主板A股,,上交所
475,600613,神奇制药,上海神奇制药投资管理股份有限公司,1992-08-20,主板A股,,上交所
476,600615,丰华股份,重庆丰华(集团)股份有限公司,1992-09-10,主板A股,,上交所
477,600616,金枫酒业,上海金枫酒业股份有限公司,1992-09-29,主板A股,,上交所
